instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
656,2012-10-17,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,979,6482,s3_5764_up
657,2012-10-18,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1008,6501,s3_5764_up
658,2012-10-19,4,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,753,4671,s2_3442_5764
659,2012-10-20,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2806,5284,s3_5764_up
660,2012-10-21,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2132,4692,s3_5764_up
661,2012-10-22,4,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,830,6228,s3_5764_up
662,2012-10-23,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,841,6625,s3_5764_up
663,2012-10-24,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,795,6898,s3_5764_up
664,2012-10-25,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,875,6484,s3_5764_up
665,2012-10-26,4,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,1182,6262,s3_5764_up
666,2012-10-27,4,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2643,5209,s3_5764_up
667,2012-10-28,4,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s2_0_0,998,3461,s2_3442_5764
668,2012-10-29,4,1,s3_8_up,s1_below_0,1,s2_0_up,s3_2_up,s2_0_0,s2_0_0,s3_0_up,s2_0_0,2,20,s1_below_3442
669,2012-10-30,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,87,1009,s1_below_3442
670,2012-10-31,4,1,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,419,5147,s2_3442_5764
671,2012-11-01,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,466,5520,s3_5764_up
672,2012-11-02,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,618,5229,s3_5764_up
673,2012-11-03,4,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1029,4109,s2_3442_5764
674,2012-11-04,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1201,3906,s2_3442_5764
675,2012-11-05,4,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,378,4881,s2_3442_5764
676,2012-11-06,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,466,5220,s2_3442_5764
677,2012-11-07,4,1,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,326,4709,s2_3442_5764
678,2012-11-08,4,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s2_0_0,340,4975,s2_3442_5764
679,2012-11-09,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,709,5283,s3_5764_up
680,2012-11-10,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,2090,4446,s3_5764_up
681,2012-11-11,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,2290,4562,s3_5764_up
682,2012-11-12,4,1,s3_8_up,s2_0_up,1,s1_below_0,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1097,5172,s3_5764_up
683,2012-11-13,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s2_0_0,327,3767,s2_3442_5764
684,2012-11-14,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,373,5122,s2_3442_5764
685,2012-11-15,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,320,5125,s2_3442_5764
686,2012-11-16,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,484,5214,s2_3442_5764
687,2012-11-17,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1313,4316,s2_3442_5764
688,2012-11-18,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,922,3747,s2_3442_5764
689,2012-11-19,4,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,449,5050,s2_3442_5764
690,2012-11-20,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,534,5100,s2_3442_5764
691,2012-11-21,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,615,4531,s2_3442_5764
692,2012-11-22,4,1,s3_8_up,s2_0_up,4,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,955,1470,s1_below_3442
693,2012-11-23,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,1603,2307,s2_3442_5764
694,2012-11-24,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,532,1745,s1_below_3442
695,2012-11-25,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,309,2115,s1_below_3442
696,2012-11-26,4,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,337,4750,s2_3442_5764
697,2012-11-27,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,123,3836,s2_3442_5764
698,2012-11-28,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,198,5062,s2_3442_5764
699,2012-11-29,4,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,243,5080,s2_3442_5764
700,2012-11-30,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,362,5306,s2_3442_5764
701,2012-12-01,4,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,951,4240,s2_3442_5764
702,2012-12-02,4,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,892,3757,s2_3442_5764
703,2012-12-03,4,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,555,5679,s3_5764_up
704,2012-12-04,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,551,6055,s3_5764_up
705,2012-12-05,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s2_0_0,331,5398,s2_3442_5764
706,2012-12-06,4,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,340,5035,s2_3442_5764
707,2012-12-07,4,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,349,4659,s2_3442_5764
708,2012-12-08,4,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,1153,4429,s2_3442_5764
709,2012-12-09,4,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,441,2787,s1_below_3442
710,2012-12-10,4,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s3_0_up,s1_below_0,329,4841,s2_3442_5764
711,2012-12-11,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,282,5219,s2_3442_5764
712,2012-12-12,4,1,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,310,5009,s2_3442_5764
713,2012-12-13,4,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,425,5107,s2_3442_5764
714,2012-12-14,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,429,5182,s2_3442_5764
715,2012-12-15,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,767,4280,s2_3442_5764
716,2012-12-16,4,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,538,3248,s2_3442_5764
717,2012-12-17,4,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s3_0_up,s1_below_0,212,4373,s2_3442_5764
718,2012-12-18,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,433,5124,s2_3442_5764
719,2012-12-19,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,333,4934,s2_3442_5764
720,2012-12-20,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,314,3814,s2_3442_5764
721,2012-12-21,1,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s2_0_0,221,3402,s2_3442_5764
722,2012-12-22,1,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,205,1544,s1_below_3442
723,2012-12-23,1,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s1_below_0,408,1379,s1_below_3442
724,2012-12-24,1,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s3_0_up,s1_below_0,174,746,s1_below_3442
725,2012-12-25,1,1,s3_8_up,s2_0_up,2,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,440,573,s1_below_3442
726,2012-12-26,1,1,s3_8_up,s1_below_0,3,s2_0_up,s3_2_up,s1_below_0,s1_below_0,s3_0_up,s1_below_0,9,432,s1_below_3442
727,2012-12-27,1,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s2_0_0,247,1867,s1_below_3442
728,2012-12-28,1,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,644,2451,s1_below_3442
729,2012-12-29,1,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,159,1182,s1_below_3442
730,2012-12-30,1,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s1_below_0,s1_below_0,s2_0_0,s2_0_0,364,1432,s1_below_3442
731,2012-12-31,1,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s1_below_0,s1_below_0,s2_0_0,s1_below_0,439,2290,s1_below_3442
